EMPLOYERNAME,CALENDARYEAR,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,OCCGROUP,EMPLOYMENTSTATUS,TOTALPROMOTIONS,TOTALMENPROMOTIONS,TOTALWOMENPROMOTIONS,TOTALABORIGALLPROMOTIONS,TOTALABORIGMENPROMOTIONS,TOTALABORIGWOMENPROMOTIONS,TOTALPWDALLPROMOTIONS,TOTALPWDMENPROMOTIONS,TOTALPWDWOMENPROMOTIONS,TOTALVISMINALLPROMOTIONS,TOTALVISMINMENPROMOTIONS,TOTALVISMINWOMENPROMOTIONS,ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,ABORIGMENCOUNT,ABORIGWOMENCOUNT,PWDALLCOUNT,PWDMENCOUNT,PWDWOMENCOUNT,VISMINALLCOUNT,VISMINMENCOUNT,VISMINWOMENCOUNT
Administration portuaire de Montréal,2004,Provincial,Québec,0,,Semi-Skilled Manual Workers,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Aéroports de Montréal,2004,National,Canada,0,,Overall,Full-Time,16,14,2,,,,,,,,,,16,14,2,,,,,,,,,
Aéroports de Montréal,2004,National,Canada,0,,Middle and Other Managers,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Aéroports de Montréal,2004,National,Canada,0,,Professionals,Full-Time,,,,,,,,,,,,,3,3,,,,,,,,,,
Aéroports de Montréal,2004,National,Canada,0,,Semi-Professionals and Technicians,Full-Time,,,,,,,,,,,,,3,2,1,,,,,,,,,
Aéroports de Montréal,2004,National,Canada,0,,Supervisors: Crafts and Trades,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Aéroports de Montréal,2004,National,Canada,0,,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,2,1,1,,,,,,,,,
Aéroports de Montréal,2004,National,Canada,0,,Skilled Crafts and Trades Workers,Full-Time,,,,,,,,,,,,,2,2,,,,,,,,,,
Aéroports de Montréal,2004,National,Canada,0,,Semi-Skilled Manual Workers,Full-Time,,,,,,,,,,,,,3,3,,,,,,,,,,
Aéroports de Montréal,2004,National,Canada,0,,Other Manual Workers,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Aéroports de Montréal,2004,Provincial,Québec,0,,Overall,Full-Time,16,14,2,,,,,,,,,,16,14,2,,,,,,,,,
Aéroports de Montréal,2004,Provincial,Québec,0,,Middle and Other Managers,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Aéroports de Montréal,2004,Provincial,Québec,0,,Professionals,Full-Time,,,,,,,,,,,,,3,3,,,,,,,,,,
Aéroports de Montréal,2004,Provincial,Québec,0,,Semi-Professionals and Technicians,Full-Time,,,,,,,,,,,,,3,2,1,,,,,,,,,
Aéroports de Montréal,2004,Provincial,Québec,0,,Supervisors: Crafts and Trades,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Aéroports de Montréal,2004,Provincial,Québec,0,,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,2,1,1,,,,,,,,,
Aéroports de Montréal,2004,Provincial,Québec,0,,Skilled Crafts and Trades Workers,Full-Time,,,,,,,,,,,,,2,2,,,,,,,,,,
Aéroports de Montréal,2004,Provincial,Québec,0,,Semi-Skilled Manual Workers,Full-Time,,,,,,,,,,,,,3,3,,,,,,,,,,
Aéroports de Montréal,2004,Provincial,Québec,0,,Other Manual Workers,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Agricore United,2004,National,Canada,4931,Warehousing and Storage,Overall,Full-Time,210,168,42,7,5,2,5,5,,4,3,1,206,165,41,7,5,2,5,5,,4,3,1
Agricore United,2004,National,Canada,4931,Warehousing and Storage,Middle and Other Managers,Full-Time,,,,,,,,,,,,,14,13,1,,,,,,,1,1,
Agricore United,2004,National,Canada,4931,Warehousing and Storage,Professionals,Full-Time,,,,,,,,,,,,,22,20,2,1,1,,,,,1,1,
Agricore United,2004,National,Canada,4931,Warehousing and Storage,Semi-Professionals and Technicians,Full-Time,,,,,,,,,,,,,7,6,1,2,1,1,1,1,,,,
Agricore United,2004,National,Canada,4931,Warehousing and Storage,Supervisors,Full-Time,,,,,,,,,,,,,3,3,,,,,,,,,,
Agricore United,2004,National,Canada,4931,Warehousing and Storage,Supervisors: Crafts and Trades,Full-Time,,,,,,,,,,,,,6,6,,,,,,,,,,
Agricore United,2004,National,Canada,4931,Warehousing and Storage,Skilled Sales and Service Personnel,Full-Time,,,,,,,,,,,,,82,69,13,2,2,,4,4,,,,
Agricore United,2004,National,Canada,4931,Warehousing and Storage,Skilled Crafts and Trades Workers,Full-Time,,,,,,,,,,,,,7,7,,,,,,,,,,
Agricore United,2004,National,Canada,4931,Warehousing and Storage,Clerical Personnel,Full-Time,,,,,,,,,,,,,35,11,24,1,,1,,,,1,,1
Agricore United,2004,National,Canada,4931,Warehousing and Storage,Intermediate Sales and Service Personnel,Full-Time,,,,,,,,,,,,,4,4,,1,1,,,,,,,
Agricore United,2004,National,Canada,4931,Warehousing and Storage,Semi-Skilled Manual Workers,Full-Time,,,,,,,,,,,,,25,25,,,,,,,,1,1,
Agricore United,2004,National,Canada,4931,Warehousing and Storage,Other Manual Workers,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Agricore United,2004,National,Canada,4931,Warehousing and Storage,Overall,Part-Time,6,,6,,,,,,,,,,6,,6,,,,,,,,,
Agricore United,2004,National,Canada,4931,Warehousing and Storage,Clerical Personnel,Part-Time,,,,,,,,,,,,,6,,6,,,,,,,,,
Agricore United,2004,Provincial,Manitoba,4931,Warehousing and Storage,Overall,Full-Time,74,58,16,4,3,1,2,2,,1,1,,72,57,15,4,3,1,2,2,,1,1,
Agricore United,2004,Provincial,Manitoba,4931,Warehousing and Storage,Middle and Other Managers,Full-Time,,,,,,,,,,,,,5,4,1,,,,,,,,,
Agricore United,2004,Provincial,Manitoba,4931,Warehousing and Storage,Professionals,Full-Time,,,,,,,,,,,,,19,17,2,1,1,,,,,1,1,
Agricore United,2004,Provincial,Manitoba,4931,Warehousing and Storage,Semi-Professionals and Technicians,Full-Time,,,,,,,,,,,,,7,6,1,2,1,1,1,1,,,,
Agricore United,2004,Provincial,Manitoba,4931,Warehousing and Storage,Supervisors,Full-Time,,,,,,,,,,,,,2,2,,,,,,,,,,
Agricore United,2004,Provincial,Manitoba,4931,Warehousing and Storage,Supervisors: Crafts and Trades,Full-Time,,,,,,,,,,,,,2,2,,,,,,,,,,
Agricore United,2004,Provincial,Manitoba,4931,Warehousing and Storage,Skilled Sales and Service Personnel,Full-Time,,,,,,,,,,,,,22,19,3,1,1,,1,1,,,,
Agricore United,2004,Provincial,Manitoba,4931,Warehousing and Storage,Clerical Personnel,Full-Time,,,,,,,,,,,,,9,1,8,,,,,,,,,
Agricore United,2004,Provincial,Manitoba,4931,Warehousing and Storage,Semi-Skilled Manual Workers,Full-Time,,,,,,,,,,,,,6,6,,,,,,,,,,
Agricore United,2004,Provincial,Manitoba,4931,Warehousing and Storage,Overall,Part-Time,1,,1,,,,,,,,,,1,,1,,,,,,,,,
Agricore United,2004,Provincial,Manitoba,4931,Warehousing and Storage,Clerical Personnel,Part-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
Agricore United,2004,Provincial,British Columbia,4931,Warehousing and Storage,Overall,Full-Time,21,21,,1,1,,,,,,,,20,20,,1,1,,,,,,,
Agricore United,2004,Provincial,British Columbia,4931,Warehousing and Storage,Supervisors: Crafts and Trades,Full-Time,,,,,,,,,,,,,2,2,,,,,,,,,,
Agricore United,2004,Provincial,British Columbia,4931,Warehousing and Storage,Skilled Crafts and Trades Workers,Full-Time,,,,,,,,,,,,,7,7,,,,,,,,,,
Agricore United,2004,Provincial,British Columbia,4931,Warehousing and Storage,Clerical Personnel,Full-Time,,,,,,,,,,,,,4,4,,,,,,,,,,
Agricore United,2004,Provincial,British Columbia,4931,Warehousing and Storage,Intermediate Sales and Service Personnel,Full-Time,,,,,,,,,,,,,1,1,,1,1,,,,,,,
Agricore United,2004,Provincial,British Columbia,4931,Warehousing and Storage,Semi-Skilled Manual Workers,Full-Time,,,,,,,,,,,,,6,6,,,,,,,,,,
Agricore United,2004,Provincial,Saskatchewan,4931,Warehousing and Storage,Overall,Full-Time,41,28,13,1,,1,1,1,,1,,1,41,28,13,1,,1,1,1,,1,,1
Agricore United,2004,Provincial,Saskatchewan,4931,Warehousing and Storage,Middle and Other Managers,Full-Time,,,,,,,,,,,,,4,4,,,,,,,,,,
Agricore United,2004,Provincial,Saskatchewan,4931,Warehousing and Storage,Professionals,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Agricore United,2004,Provincial,Saskatchewan,4931,Warehousing and Storage,Skilled Sales and Service Personnel,Full-Time,,,,,,,,,,,,,25,22,3,,,,1,1,,,,
Agricore United,2004,Provincial,Saskatchewan,4931,Warehousing and Storage,Clerical Personnel,Full-Time,,,,,,,,,,,,,11,1,10,1,,1,,,,1,,1
Agricore United,2004,Provincial,Saskatchewan,4931,Warehousing and Storage,Overall,Part-Time,2,,2,,,,,,,,,,2,,2,,,,,,,,,
Agricore United,2004,Provincial,Saskatchewan,4931,Warehousing and Storage,Clerical Personnel,Part-Time,,,,,,,,,,,,,2,,2,,,,,,,,,
Agricore United,2004,Provincial,Alberta,4931,Warehousing and Storage,Overall,Full-Time,71,58,13,1,1,,2,2,,2,2,,70,57,13,1,1,,2,2,,2,2,
Agricore United,2004,Provincial,Alberta,4931,Warehousing and Storage,Middle and Other Managers,Full-Time,,,,,,,,,,,,,5,5,,,,,,,,1,1,
Agricore United,2004,Provincial,Alberta,4931,Warehousing and Storage,Professionals,Full-Time,,,,,,,,,,,,,2,2,,,,,,,,,,
Agricore United,2004,Provincial,Alberta,4931,Warehousing and Storage,Supervisors,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Agricore United,2004,Provincial,Alberta,4931,Warehousing and Storage,Supervisors: Crafts and Trades,Full-Time,,,,,,,,,,,,,2,2,,,,,,,,,,
Agricore United,2004,Provincial,Alberta,4931,Warehousing and Storage,Skilled Sales and Service Personnel,Full-Time,,,,,,,,,,,,,35,28,7,1,1,,2,2,,,,
Agricore United,2004,Provincial,Alberta,4931,Warehousing and Storage,Clerical Personnel,Full-Time,,,,,,,,,,,,,11,5,6,,,,,,,,,
Agricore United,2004,Provincial,Alberta,4931,Warehousing and Storage,Intermediate Sales and Service Personnel,Full-Time,,,,,,,,,,,,,3,3,,,,,,,,,,
Agricore United,2004,Provincial,Alberta,4931,Warehousing and Storage,Semi-Skilled Manual Workers,Full-Time,,,,,,,,,,,,,10,10,,,,,,,,1,1,
Agricore United,2004,Provincial,Alberta,4931,Warehousing and Storage,Other Manual Workers,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Agricore United,2004,Provincial,Alberta,4931,Warehousing and Storage,Overall,Part-Time,3,,3,,,,,,,,,,3,,3,,,,,,,,,
Agricore United,2004,Provincial,Alberta,4931,Warehousing and Storage,Clerical Personnel,Part-Time,,,,,,,,,,,,,3,,3,,,,,,,,,
Air Canada,2004,National,Canada,4811,Scheduled Air Transportation,Overall,Full-Time,276,144,132,,,,3,2,1,30,11,19,274,144,130,,,,3,2,1,30,11,19
Air Canada,2004,National,Canada,4811,Scheduled Air Transportation,Senior Managers,Full-Time,,,,,,,,,,,,,21,10,11,,,,,,,2,1,1
Air Canada,2004,National,Canada,4811,Scheduled Air Transportation,Middle and Other Managers,Full-Time,,,,,,,,,,,,,120,64,56,,,,1,,1,14,6,8
Air Canada,2004,National,Canada,4811,Scheduled Air Transportation,Professionals,Full-Time,,,,,,,,,,,,,15,8,7,,,,,,,,,
Air Canada,2004,National,Canada,4811,Scheduled Air Transportation,Semi-Professionals and Technicians,Full-Time,,,,,,,,,,,,,13,12,1,,,,,,,,,
Air Canada,2004,National,Canada,4811,Scheduled Air Transportation,Supervisors,Full-Time,,,,,,,,,,,,,21,10,11,,,,1,1,,2,,2
Air Canada,2004,National,Canada,4811,Scheduled Air Transportation,Supervisors: Crafts and Trades,Full-Time,,,,,,,,,,,,,3,3,,,,,,,,1,1,
Air Canada,2004,National,Canada,4811,Scheduled Air Transportation,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,20,3,17,,,,,,,3,,3
Air Canada,2004,National,Canada,4811,Scheduled Air Transportation,Skilled Sales and Service Personnel,Full-Time,,,,,,,,,,,,,2,1,1,,,,,,,,,
Air Canada,2004,National,Canada,4811,Scheduled Air Transportation,Skilled Crafts and Trades Workers,Full-Time,,,,,,,,,,,,,12,12,,,,,,,,2,2,
Air Canada,2004,National,Canada,4811,Scheduled Air Transportation,Clerical Personnel,Full-Time,,,,,,,,,,,,,21,13,8,,,,1,1,,2,,2
Air Canada,2004,National,Canada,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Full-Time,,,,,,,,,,,,,25,7,18,,,,,,,4,1,3
Air Canada,2004,National,Canada,4811,Scheduled Air Transportation,Semi-Skilled Manual Workers,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Air Canada,2004,Provincial,Ontario,4811,Scheduled Air Transportation,Overall,Full-Time,69,32,37,,,,2,1,1,10,4,6,69,32,37,,,,2,1,1,10,4,6
Air Canada,2004,Provincial,Ontario,4811,Scheduled Air Transportation,Senior Managers,Full-Time,,,,,,,,,,,,,2,2,,,,,,,,,,
Air Canada,2004,Provincial,Ontario,4811,Scheduled Air Transportation,Middle and Other Managers,Full-Time,,,,,,,,,,,,,27,15,12,,,,1,,1,4,2,2
Air Canada,2004,Provincial,Ontario,4811,Scheduled Air Transportation,Semi-Professionals and Technicians,Full-Time,,,,,,,,,,,,,7,7,,,,,,,,,,
Air Canada,2004,Provincial,Ontario,4811,Scheduled Air Transportation,Supervisors,Full-Time,,,,,,,,,,,,,3,1,2,,,,1,1,,,,
Air Canada,2004,Provincial,Ontario,4811,Scheduled Air Transportation,Supervisors: Crafts and Trades,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,1,1,
Air Canada,2004,Provincial,Ontario,4811,Scheduled Air Transportation,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,4,,4,,,,,,,1,,1
Air Canada,2004,Provincial,Ontario,4811,Scheduled Air Transportation,Clerical Personnel,Full-Time,,,,,,,,,,,,,2,,2,,,,,,,,,
Air Canada,2004,Provincial,Ontario,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Full-Time,,,,,,,,,,,,,23,6,17,,,,,,,4,1,3
Air Canada,2004,Provincial,Québec,4811,Scheduled Air Transportation,Overall,Full-Time,169,90,79,,,,1,1,,17,6,11,167,90,77,,,,1,1,,17,6,11
Air Canada,2004,Provincial,Québec,4811,Scheduled Air Transportation,Senior Managers,Full-Time,,,,,,,,,,,,,18,7,11,,,,,,,2,1,1
Air Canada,2004,Provincial,Québec,4811,Scheduled Air Transportation,Middle and Other Managers,Full-Time,,,,,,,,,,,,,74,36,38,,,,,,,8,3,5
Air Canada,2004,Provincial,Québec,4811,Scheduled Air Transportation,Professionals,Full-Time,,,,,,,,,,,,,10,6,4,,,,,,,,,
Air Canada,2004,Provincial,Québec,4811,Scheduled Air Transportation,Semi-Professionals and Technicians,Full-Time,,,,,,,,,,,,,6,5,1,,,,,,,,,
Air Canada,2004,Provincial,Québec,4811,Scheduled Air Transportation,Supervisors,Full-Time,,,,,,,,,,,,,15,7,8,,,,,,,2,,2
Air Canada,2004,Provincial,Québec,4811,Scheduled Air Transportation,Supervisors: Crafts and Trades,Full-Time,,,,,,,,,,,,,2,2,,,,,,,,,,
Air Canada,2004,Provincial,Québec,4811,Scheduled Air Transportation,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,14,3,11,,,,,,,2,,2
Air Canada,2004,Provincial,Québec,4811,Scheduled Air Transportation,Skilled Sales and Service Personnel,Full-Time,,,,,,,,,,,,,2,1,1,,,,,,,,,
Air Canada,2004,Provincial,Québec,4811,Scheduled Air Transportation,Skilled Crafts and Trades Workers,Full-Time,,,,,,,,,,,,,11,11,,,,,,,,2,2,
Air Canada,2004,Provincial,Québec,4811,Scheduled Air Transportation,Clerical Personnel,Full-Time,,,,,,,,,,,,,15,12,3,,,,1,1,,1,,1
Air Canada,2004,Provincial,New Brunswick,4811,Scheduled Air Transportation,Overall,Full-Time,1,,1,,,,,,,,,,1,,1,,,,,,,,,
Air Canada,2004,Provincial,New Brunswick,4811,Scheduled Air Transportation,Middle and Other Managers,Full-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
Air Canada,2004,Provincial,Manitoba,4811,Scheduled Air Transportation,Overall,Full-Time,19,10,9,,,,,,,,,,19,10,9,,,,,,,,,
Air Canada,2004,Provincial,Manitoba,4811,Scheduled Air Transportation,Senior Managers,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Air Canada,2004,Provincial,Manitoba,4811,Scheduled Air Transportation,Middle and Other Managers,Full-Time,,,,,,,,,,,,,8,6,2,,,,,,,,,
Air Canada,2004,Provincial,Manitoba,4811,Scheduled Air Transportation,Professionals,Full-Time,,,,,,,,,,,,,3,1,2,,,,,,,,,
Air Canada,2004,Provincial,Manitoba,4811,Scheduled Air Transportation,Supervisors,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Air Canada,2004,Provincial,Manitoba,4811,Scheduled Air Transportation,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,2,,2,,,,,,,,,
Air Canada,2004,Provincial,Manitoba,4811,Scheduled Air Transportation,Clerical Personnel,Full-Time,,,,,,,,,,,,,3,1,2,,,,,,,,,
Air Canada,2004,Provincial,Manitoba,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Full-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
Air Canada,2004,Provincial,British Columbia,4811,Scheduled Air Transportation,Overall,Full-Time,11,6,5,,,,,,,3,1,2,11,6,5,,,,,,,3,1,2
Air Canada,2004,Provincial,British Columbia,4811,Scheduled Air Transportation,Middle and Other Managers,Full-Time,,,,,,,,,,,,,8,5,3,,,,,,,2,1,1
Air Canada,2004,Provincial,British Columbia,4811,Scheduled Air Transportation,Professionals,Full-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
Air Canada,2004,Provincial,British Columbia,4811,Scheduled Air Transportation,Clerical Personnel,Full-Time,,,,,,,,,,,,,1,,1,,,,,,,1,,1
Air Canada,2004,Provincial,British Columbia,4811,Scheduled Air Transportation,Intermediate Sales and Service Personnel,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
